aet,def,pdsi,pet,soil,srad,tmmn,tmmx,vap,vpd,vs,date
-33.10693392227986,270.1666837139941,-8.546142404868085,234.85678440333467,-13.55939189883451,318.0613966962971,22.61399134008875,32.32901646583558,1.6930617276507631,2.5289057961077748,3.7327987177962605,2025-01-01
-23.72558463711542,240.99146448537698,-8.606363399661511,213.3199276275545,-10.638329994384655,305.81348355794,21.466508430786895,31.24233497026562,1.6298728922023764,2.478663028367049,3.531143547489761,2025-02-01
-18.52806002401585,222.25987202225275,-7.178492959360916,193.53209881021027,-9.820465350619997,287.81710412041167,20.400902744700527,30.160045394392785,1.5363630900479919,2.3409318281190936,3.3384085905704226,2025-03-01
-17.119878956387225,204.31935939539736,-6.6179585509726655,179.03476620570353,-10.492301315586852,269.7311253373376,19.3704747585251,29.25553728321663,1.4546179667407522,2.2127760085860233,3.132106475494482,2025-04-01
-15.548262842884148,183.20841014906304,-6.552651516427213,166.32147026001346,-12.418038994763574,248.23498439754977,17.86228791708108,28.455405296544438,1.3524258094095825,2.105558643453129,2.927191380883005,2025-05-01
-12.425791107787314,164.72972961455858,-6.074341433412674,155.64624350071793,-14.422869108887411,224.85235063980483,15.725719534769619,27.855582739132995,1.219942268828745,1.992598677942194,2.7658834059574025,2025-06-01
-7.7432506372742775,143.82041514375567,-5.469026725766878,140.49248485526067,-16.262221309701076,198.69606096338586,13.270528093873947,26.942786817140146,1.0802882433919756,1.850599677639414,2.5919922171555196,2025-07-01
-0.9576608159818166,118.21488848935229,-4.954023528993678,120.42011353122726,-17.36842966516178,171.6810866262707,10.769779391623947,25.30606129870238,0.947233696690773,1.6689794091564123,2.3763856876770193,2025-08-01
8.448027822010637,89.92174701375328,-5.412381568301432,100.81787471586422,-16.176852762840564,148.14716479579815,8.35196797702958,22.83170368866478,0.8418439310359586,1.4205972179916053,2.1368792803633703,2025-09-01
23.177190838130283,54.88372230881094,-6.580705767731853,80.29457919664364,-11.747005163886186,127.9478375232062,5.961660132742668,19.065687662667372,0.7526549354057395,1.090193403945343,1.8691985958263744,2025-10-01
37.35199231020874,24.571053340806664,-7.906767591490206,61.77154617825718,-4.404278099436425,115.29459799868006,4.20268727089174,15.390245077074809,0.6845767201628493,0.8046498775293685,1.6966506536241148,2025-11-01
40.47689047248855,21.363963244860702,-9.236845900812998,50.64887092162755,9.875781991529806,113.74347302686157,3.0518016681128852,13.449487625862549,0.6479042632340494,0.5874753269146955,1.8009449201150793,2025-12-01
37.733372001227266,32.22369787967107,-10.204448569326482,41.451722593983256,24.718126332478324,122.22477396341436,1.4862813547992708,11.95458494489144,0.5806119396449196,0.38049334317218225,1.9670782188529863,2026-01-01
34.51755035275905,45.1762133298698,-10.98033612932429,44.18090057418521,32.97732180002945,144.90807711262403,1.2126635587733472,11.828084309623033,0.5506863759443296,0.3799967768212168,2.1833258951923646,2026-02-01
37.95330132715165,56.065864827310286,-11.241939434798335,68.05216769797096,30.144509748363983,180.45298485524862,2.9401717806507537,14.298207161795808,0.6073268549457196,0.6018989977487319,2.4630780329821196,2026-03-01
37.30065120851794,78.47465196629832,-11.00686130428566,101.92800680116565,21.449632968583057,216.37502081496757,5.896585214343239,18.134141688210704,0.6934860764661648,0.9209858062959002,2.693045086580873,2026-04-01
27.87188886881157,111.12613001460835,-10.386916998152877,134.38804926738527,15.634582863307621,244.20468819390234,8.883145293451305,21.679324241390198,0.787295021859884,1.2243023771101458,2.9166501645248326,2026-05-01
17.908049281260848,140.60674240383193,-9.705550025604548,161.41064804997703,12.695078587219202,263.6780591180879,11.437605816933464,24.55890447518475,0.9035805820841573,1.476923846248055,3.1377639811416436,2026-06-01
13.341181218596208,155.85337069522745,-9.006129956732096,178.37657165739603,10.630923273518261,270.07451184443806,13.271165833176175,26.629982240060826,1.033435444429692,1.6363703991167653,3.2518604619924063,2026-07-01
14.009033451741702,148.93307254636505,-8.348836764443293,175.05627009312067,9.46130521142238,258.0077774932066,13.691920715214657,27.057345306055637,1.101031176855204,1.619824190710637,3.1305350524598023,2026-08-01
19.69238217780454,117.75994042556829,-7.594056216453876,149.7278109968341,9.442301513731667,227.8833535250362,12.32531908485768,25.28868996455917,1.0542075720932458,1.4022744471835484,2.7931373229942142,2026-09-01
31.439610786491826,70.85454869766305,-6.648685291461434,112.82740154956909,11.517442959964434,188.9763591926449,9.664956990045853,21.633927292614985,0.9329809583398929,1.0529751791219593,2.4271123992377723,2026-10-01
41.08823571345743,31.303477121548706,-5.47066095680294,77.51082598302192,21.69105519225491,152.30546838424218,6.302330547604153,16.91022131371287,0.8044690292093283,0.6436312091588818,2.270597325455584,2026-11-01
37.724359103400275,14.742423712674556,-3.9339001358416628,53.046092325635065,42.6741244693261,124.72078329129849,2.7768106067894953,12.300027513445464,0.695468719486266,0.3059688151727782,2.3999384189755024,2026-12-01
32.266111949810984,11.204843369082512,-2.4541382620356846,44.800042736494696,58.2234501629041,124.00582302767003,0.9496194803783772,9.877607367888894,0.6157018600690786,0.24467130595270034,2.666378735280763,2027-01-01
